fund_symbol,rating,return_rating,risk_rating,investment_type,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_cash_ratio,asset_stocks,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,median_market_cap,net_asset_value,fund_return_ytd,category_return_ytd,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
EACVX,4,4,2,Value,1.12,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-12,-15.13,-6.73,-10.02,1.69,-0.95,5.26,3.98,9.39,7.96,30.48,25.18,-11.67,-12.86,13.35,13.22,15.37,18.06,-2.56,-5.41,9.88,9.31,36.14,35.14,18.5,16.6,-2.19,-3.96,26.93,21.92,13,4,0.09,-0.02,3.67,0.03,8.1,0.07
EAMCX,5,4,1,Growth,1.14,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.82,14.82,22.52,22.59,17.56,13.64,15.66,13.1,14.7,12.76,37.42,32.52,0.81,-6.65,25.96,23.91,4.37,6.03,4.16,-0.95,8.58,7,36.92,34.93,16.07,14.07,-6.25,-3.96,28.55,24.61,15,2,16.75,0.11,14.96,0.11,14.33,0.11
EASAX,1,1,4,Growth,2.81,1.63,7.05,51.87,17.33,2.3,1.05,10.59,5752.45,23610000,-20.46,-3.02,-21.74,-1.31,-5.59,0.65,-4.31,1.63,-0.99,2.31,4.38,7.58,-4.32,-4.03,7.54,5.14,-1.98,1.38,-1.88,-2.58,2.19,1.81,6.75,4.16,6.36,3.87,-7.75,-2.79,4.01,5.51,7,4,-7.56,-0.06,-6.67,-0.01,-2.11,0.04
EBCGX,4,4,1,Growth,1.89,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.05,14.82,21.52,22.59,16.61,13.64,14.76,13.1,13.81,12.76,36.32,32.52,0.04,-6.65,24.95,23.91,3.57,6.03,3.46,-0.95,7.71,7,35.79,34.93,15.12,14.07,-6.8,-3.96,27.6,24.61,15,2,15.76,0.11,14.04,0.11,13.47,0.11
EBCVX,4,4,2,Value,1.87,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-11.97,-15.13,-6.7,-10.02,1.28,-0.95,4.68,3.98,8.68,7.96,30.05,25.18,-12.36,-12.86,12.47,13.22,14.49,18.06,-3.28,-5.41,9.05,9.31,35.04,35.14,17.61,16.6,-2.82,-3.96,25.89,21.92,13,4,-0.28,-0.02,3.14,0.03,7.45,0.07
EISMX,3,3,3,Growth,0.92,1.16,1.85,98.15,27.82,2.92,1.56,13.51,7868.12,10860000000,-7.53,14.82,-3,22.59,7.39,13.64,10.35,13.1,13.05,12.76,34.44,32.52,-5.35,-6.65,24.73,23.91,11.21,6.03,9.74,-0.95,5.17,7,36.06,34.93,14.26,14.07,5.62,-3.96,25.8,24.61,15,2,5.39,0.11,8.5,0.11,11.95,0.11
EMAAX,3,3,3,Blend,1.5,2.06,28.9,62.98,17.49,1.88,1,6.88,3974.2,82010000,-4.57,-1.31,-2.79,2.03,0.06,1.59,2.3,3.18,3.72,4.57,7.22,11.9,-3.18,-6.29,5.11,11.18,8.17,2.34,1.08,-2.02,1.17,2.92,13.26,14.62,7.51,5.15,0.86,-2.81,8.42,4.13,15,3,-2.88,-0.06,2.11,0.05,6.48,0.06
EMACX,3,2,3,Blend,2.25,2.06,28.9,62.98,17.49,1.88,1,6.88,3974.2,82010000,-4.99,-1.31,-3.33,2.03,-0.48,1.59,1.75,3.18,3.15,4.57,6.63,11.9,-3.74,-6.29,4.54,11.18,7.65,2.34,0.5,-2.02,0.58,2.92,12.55,14.62,7.01,5.15,0.3,-2.81,7.8,4.13,15,3,-3.88,-0.06,1.07,0.05,5.29,0.06
EMAYX,3,3,3,Blend,1,2.06,28.9,62.98,17.49,1.88,1,6.88,3974.2,82010000,-4.18,-1.31,-2.33,2.03,0.5,1.59,2.77,3.18,4.19,4.57,7.71,11.9,-2.78,-6.29,5.61,11.18,8.66,2.34,1.54,-2.02,1.64,2.92,13.73,14.62,7.96,5.15,1.3,-2.81,8.99,4.13,15,3,-2.03,-0.06,3,0.05,7.46,0.06
ERSMX,3,3,3,Growth,1.42,1.16,1.85,98.15,27.82,2.92,1.56,13.51,7868.12,10860000000,-7.92,14.82,-3.49,22.59,6.86,13.64,9.8,13.1,12.49,12.76,33.79,32.52,-5.84,-6.65,24.12,23.91,10.67,6.03,9.19,-0.95,4.65,7,35.43,34.93,13.66,14.07,5.1,-3.96,25.29,24.61,9,1,4.9,0.11,7.99,0.11,11.42,0.11
ESVAX,4,3,2,Growth,1.35,1.28,0.37,99.63,25.42,2.46,1.64,13.29,4201.11,31770000,-3.72,0.85,2.98,8.06,5.23,4.26,7.82,8.29,9.15,7.61,28.44,26.49,-9.27,-14.25,23.19,25.44,7.95,9.32,-7.06,-1.23,4.79,-0.42,37.69,30.99,8.1,18.46,1.97,-11.76,18.28,20.56,14,3,3.46,0.03,6.79,0.07,10.6,0.07
ESVCX,4,3,2,Growth,2.1,1.28,0.37,99.63,25.42,2.46,1.64,13.29,4201.11,31770000,-4.32,0.85,2.25,8.06,4.43,4.26,7.02,8.29,8.33,7.61,27.59,26.49,-10.04,-14.25,22.34,25.44,7.14,9.32,-7.72,-1.23,3.97,-0.42,36.68,30.99,7.26,18.46,1.17,-11.76,17.39,20.56,14,3,2.7,0.03,5.96,0.07,9.58,0.07
ESVIX,4,4,2,Growth,1.1,1.28,0.37,99.63,25.42,2.46,1.64,13.29,4201.11,31767252,-3.58,0.85,3.19,8.06,5.47,4.26,8.09,8.29,9.42,7.61,28.85,26.49,-9.1,-14.25,23.51,25.44,8.27,9.32,-6.76,-1.23,5.01,-0.42,38.04,30.99,8.32,18.46,2.23,-11.76,18.57,20.56,8,2,3.68,0.03,7.07,0.07,10.94,0.07
EVDAX,3,4,5,Value,2.09,1.63,5.31,79.28,10.43,1.48,0.66,8.94,4666.12,21270000,-5.77,-3.02,-0.87,-1.31,4.38,0.65,4.96,1.63,3.55,2.31,14.9,7.58,1.7,-4.03,8.16,5.14,13.8,1.38,-8.57,-2.58,2.12,1.81,12.28,4.16,5.86,3.87,-5.7,-2.79,7.45,5.51,13,3,1.85,-0.06,2.57,-0.01,2.5,0.04
EVSEX,2,2,2,Growth,1.2,1.16,0.51,99.49,28.56,2.73,1.72,12.98,4695.55,43140000,-5.53,14.82,-1.34,22.59,6.03,13.64,8.02,13.1,8.72,12.76,28.12,32.52,-4.95,-6.65,15.38,23.91,15.44,6.03,-3,-0.95,1.77,7,36.54,34.93,6.62,14.07,-4.33,-3.96,23.95,24.61,37,14,4.48,0.11,6.75,0.11,7.91,0.11
FACSX,3,3,3,Value,1.92,1.09,0.81,99.19,17.21,1.67,1.21,8.36,10320.66,285310000,-15.24,-15.13,-10.94,-10.02,-1.34,-0.95,3.95,3.98,6.86,7.96,25.75,25.18,-13.57,-12.86,18.27,13.22,14.93,18.06,-4.28,-5.41,8.64,9.31,37.61,35.14,9.16,16.6,-8.14,-3.96,19.53,21.92,14,6,-2.54,-0.02,2.38,0.03,5.39,0.07
FACVX,3,3,4,Blend,0.81,1.17,1.82,18.01,5.48,1.53,1.73,4.7,11518.89,1730000000,17.01,18.29,24.8,24.74,14.14,12.27,10.39,11.38,9.14,9.58,28.21,21.48,-1.79,-2.11,9.31,12.18,5.71,7.68,-9.64,-3.67,8.96,6.37,23.75,21.66,16.48,10.92,-7.59,-5.62,20.52,16.77,7,3,10.14,0.08,7.32,0.08,6.62,0.07
FAGKX,3,3,2,Growth,0.43,1.16,1.77,98.23,33.7,8.16,3.69,22.19,23385.52,3140000000,11.83,14.82,19.18,22.59,13.91,13.64,12.05,13.1,12.69,12.76,36.75,32.52,-6.81,-6.65,21.68,23.91,2.85,6.03,3.34,-0.95,13.94,7,38.18,34.93,12.04,14.07,-8.72,-3.96,25.89,24.61,9,2,12.82,0.11,11.34,0.11,11.67,0.11
FAMEX,5,5,1,Blend,1.29,1.05,7.35,92.65,31.4,5.5,2.75,21.78,21877.88,446320000,-0.34,-6.28,5.25,-0.89,10.59,3.18,11.99,6.39,12.18,9.18,32.56,26.21,0.06,-11.15,12.64,15.93,21.59,14.14,-0.73,-4.75,7.85,7.8,29.79,34.1,11.02,16.15,6.79,-3.81,17.47,22.52,18,5,9.72,0.01,11.65,0.05,12.93,0.08
FAMVX,2,2,1,Growth,1.19,1.16,5.47,94.53,29.14,3.31,1.94,18.14,23320.21,1260000000,-6.59,14.82,-1.95,22.59,5.85,13.64,8.36,13.1,10.43,12.76,30.32,32.52,-6.18,-6.65,17,23.91,15.6,6.03,-1.74,-0.95,13.41,7,32.96,34.93,11.39,14.07,-0.41,-3.96,17.02,24.61,24,8,4.44,0.11,7.38,0.11,10.37,0.11
FARCX,3,3,2,Blend,1.06,1.19,1.83,98.17,32.59,2.32,7.99,18.28,16026.29,2100000000,-14.87,-16.3,-17.04,-17.05,1.31,0.4,2.92,2.65,7.5,7.05,25.56,27.28,-5.51,-5.97,5.61,6.22,6.79,6.89,3.48,2.41,31.28,28.03,1.32,1.55,18.34,17.6,7.96,7.51,30.57,27.08,19,5,-0.38,-0.01,2.36,0.02,9.41,0.09
FASEX,3,3,3,Value,1.17,1.09,0.81,99.19,17.21,1.67,1.21,8.36,10320.66,285310000,-14.71,-15.13,-10.26,-10.02,-0.59,-0.95,4.74,3.98,7.66,7.96,26.69,25.18,-12.91,-12.86,19.16,13.22,15.81,18.06,-3.55,-5.41,9.43,9.31,38.68,35.14,9.93,16.6,-7.42,-3.96,20.47,21.92,23,9,-1.89,-0.02,3.05,0.03,6.09,0.07
FASOX,3,3,4,Value,0.78,1.09,0.47,99.53,18.14,1.96,0.69,5.89,9429.01,682670000,-12.64,-15.13,-5.69,-10.02,0.35,-0.95,4.37,3.98,8.18,7.96,34.52,25.18,-17.47,-12.86,19.14,13.22,11.22,18.06,-2.62,-5.41,6.42,9.31,30.4,35.14,27.02,16.6,-9.3,-3.96,26.57,21.92,19,5,-1,-0.02,2.57,0.03,6.22,0.07
FASPX,3,3,4,Value,1.25,1.09,0.47,99.53,18.14,1.96,0.69,5.89,9429.01,682670000,-12.98,-15.13,-6.13,-10.02,-0.12,-0.95,3.88,3.98,7.68,7.96,33.87,25.18,-17.84,-12.86,18.59,13.22,10.69,18.06,-3.06,-5.41,5.95,9.31,29.78,35.14,26.38,16.6,-9.74,-3.96,25.96,21.92,25,8,-1.38,-0.02,2.18,0.03,5.81,0.07
FAVFX,3,3,4,Value,1.1,1.09,1.37,98.63,17.86,1.62,0.6,5.9,7065.08,65900000,-13.27,-15.13,-6.24,-10.02,-0.89,-0.95,3.52,3.98,7.95,7.96,31.34,25.18,-17.8,-12.86,14.99,13.22,15.59,18.06,-6.77,-5.41,11.27,9.31,36.32,35.14,21.09,16.6,-7.12,-3.96,21.7,21.92,12,4,-1.85,-0.02,1.77,0.03,5.85,0.07
FCAGX,4,4,2,Growth,1.37,1.21,0.21,97.35,23.47,4.44,1.58,16.19,4198.75,4250000000,9.14,10.02,19.37,18.21,12.85,11.01,14.97,12.18,14.35,12.31,35.97,27.68,-4.87,-5.76,28.64,21.5,10.65,11.2,5.48,-2.41,3.57,2.44,43.99,40.91,12.67,13.15,-3.13,-3.55,26.28,26.98,12,3,10.31,0.08,12.31,0.09,12.29,0.1
FCCGX,4,4,2,Growth,2.14,1.21,0.21,97.35,23.47,4.44,1.58,16.19,4198.75,4250000000,8.42,10.02,18.41,18.21,11.99,11.01,14.08,12.18,13.47,12.31,34.94,27.68,-5.58,-5.76,27.61,21.5,9.86,11.2,4.64,-2.41,2.71,2.44,42.92,40.91,11.85,13.15,-3.83,-3.55,25.29,26.98,12,3,9.53,0.08,11.53,0.09,11.5,0.1
FCCVX,2,2,3,Blend,1.55,1.17,1.82,18.01,5.48,1.53,1.73,4.7,11518.89,1730000000,16.26,18.29,23.89,24.74,13.28,12.27,9.56,11.38,8.32,9.58,27.26,21.48,-2.51,-2.11,8.52,12.18,4.87,7.68,-10.29,-3.67,8.13,6.37,22.75,21.66,15.56,10.92,-8.28,-5.62,19.53,16.77,7,3,9.45,0.08,6.67,0.08,5.98,0.07
FCIGX,4,4,2,Growth,1.11,1.21,0.21,97.35,23.47,4.44,1.58,16.19,4198.75,4250000000,9.36,10.02,19.69,18.21,13.14,11.01,15.29,12.18,14.68,12.31,36.3,27.68,-4.58,-5.76,28.98,21.5,11,11.2,5.79,-2.41,3.85,2.44,44.49,40.91,13,13.15,-2.83,-3.55,26.59,26.98,12,3,10.59,0.08,12.61,0.09,12.58,0.1
FCLAX,3,2,3,Blend,1.05,1.04,0.74,99.26,28.99,3.59,1.82,14.98,18591.58,488750000,-5.66,-4.22,0.01,-0.3,2.74,2.48,6.87,8.15,9.83,10.17,27.75,29.33,-15.58,-14.26,19.56,22.52,15.48,18.05,-2.19,-4.71,5.88,8.61,39.41,41.36,19.39,18.96,-5.12,-8.29,30.58,29.99,18,5,0.91,0.01,4.69,0.06,8.26,0.09
FCLCX,2,2,3,Blend,1.81,1.04,0.74,99.26,28.99,3.59,1.82,14.98,18591.58,488750000,-6.22,-4.22,-0.73,-0.3,1.97,2.48,6.07,8.15,9.01,10.17,26.76,29.33,-16.2,-14.26,18.65,22.52,14.61,18.05,-2.95,-4.71,5.12,8.61,38.33,41.36,18.49,18.96,-5.81,-8.29,29.67,29.99,17,5,0.3,0.01,4.04,0.06,7.53,0.09
FCLIX,3,3,3,Blend,0.78,1.04,0.74,99.26,28.99,3.59,1.82,14.98,18591.58,488750000,-5.43,-4.22,0.3,-0.3,3.02,2.48,7.15,8.15,10.13,10.17,28.09,29.33,-15.34,-14.26,19.87,22.52,15.77,18.05,-1.94,-4.71,6.21,8.61,39.74,41.36,19.71,18.96,-4.81,-8.29,30.96,29.99,18,5,1.13,0.01,4.92,0.06,8.53,0.09
FCLTX,3,2,3,Blend,1.31,1.04,0.74,99.26,28.99,3.59,1.82,14.98,18591.58,488750000,-5.86,-4.22,-0.25,-0.3,2.47,2.48,6.59,8.15,9.55,10.17,27.39,29.33,-15.79,-14.26,19.23,22.52,15.18,18.05,-2.45,-4.71,5.64,8.61,39,41.36,19.09,18.96,-5.33,-8.29,30.28,29.99,18,5,0.7,0.01,4.46,0.06,8.01,0.09
FCPGX,4,4,2,Growth,1.09,1.21,0.21,97.35,23.47,4.44,1.58,16.19,4198.75,4250000000,9.38,10.02,19.7,18.21,13.15,11.01,15.28,12.18,14.69,12.31,36.31,27.68,-4.58,-5.76,29.01,21.5,10.97,11.2,5.79,-2.41,3.86,2.44,44.53,40.91,13.04,13.15,-2.83,-3.55,26.55,26.98,12,3,10.6,0.08,12.6,0.09,12.6,0.1
FCSRX,1,1,4,Blend,1.76,0.65,0.46,19.24,23.38,1.79,2.48,11.29,13242.7,234940000,-3.81,1.24,-2.69,2.79,0.43,3.36,1.39,3.99,0.89,4.29,9.53,11.2,-5.05,-3.14,3.02,6.25,7.95,5.55,-8.38,-2.07,0.01,3.54,-3.15,4.02,7.13,8.35,0.61,2.01,12.72,9.73,10,4,-1.52,0.04,0.3,0.05,0.4,0.07
FCTGX,4,4,2,Growth,1.63,1.21,0.21,97.35,23.47,4.44,1.58,16.19,4198.75,4250000000,8.87,10.02,19.06,18.21,12.54,11.01,14.65,12.18,14.04,12.31,35.62,27.68,-5.11,-5.76,28.29,21.5,10.34,11.2,5.19,-2.41,3.25,2.44,43.69,40.91,12.42,13.15,-3.41,-3.55,25.94,26.98,12,3,10.04,0.08,12.04,0.09,12.01,0.1
FCVFX,2,2,4,Value,1.92,1.09,1.37,98.63,17.86,1.62,0.6,5.9,7065.08,65900000,-13.91,-15.13,-7.02,-10.02,-1.71,-0.95,2.69,3.98,7.1,7.96,30.31,25.18,-18.44,-12.86,14.04,13.22,14.63,18.06,-7.45,-5.41,10.46,9.31,35.3,35.14,20.2,16.6,-7.82,-3.96,20.82,21.92,12,4,-2.46,-0.02,1.14,0.03,5.18,0.07
FCVSX,3,3,4,Blend,0.51,1.17,1.82,18.01,5.48,1.53,1.73,4.7,11518.89,1730000000,17.31,18.29,25.22,24.74,14.48,12.27,10.71,11.38,9.45,9.58,28.57,21.48,-1.49,-2.11,9.66,12.18,5.97,7.68,-9.36,-3.67,9.26,6.37,24.06,21.66,16.82,10.92,-7.33,-5.62,20.85,16.77,25,7,10.41,0.08,7.58,0.08,6.86,0.07
FCYIX,3,3,3,Blend,0.76,1.04,0.91,99.09,28.99,3.59,1.82,14.98,18586.71,482130000,-5.21,-4.22,0.5,-0.3,3.11,2.48,7.19,8.15,10.1,10.17,27.99,29.33,-15.27,-14.26,20.08,22.52,15.53,18.05,-1.97,-4.71,5.81,8.61,39.9,41.36,19.6,18.96,-4.88,-8.29,31.08,29.99,17,5,1.2,0.01,4.96,0.06,8.51,0.09
FDEGX,3,3,2,Growth,0.56,1.16,1.77,98.23,33.7,8.16,3.69,22.19,23385.52,3140000000,11.73,14.82,19.06,22.59,13.78,13.64,11.9,13.1,12.49,12.76,36.59,32.52,-6.96,-6.65,21.5,23.91,2.72,6.03,3.17,-0.95,13.69,7,37.87,34.93,11.78,14.07,-8.95,-3.96,25.63,24.61,22,7,12.68,0.11,11.18,0.11,11.49,0.11
FDMAX,1,1,2,Blend,1.4,1.25,0.65,99.35,27.04,2.73,1.67,10.97,14489.67,15150000,-9.88,26.32,-8.49,37.14,1.03,18.72,4.01,20.32,4.51,16.17,5.08,37.49,3.38,-3.21,10.94,35.35,19.39,10.84,-10.61,5.21,13.71,12.55,26.98,35.45,6.18,13.08,-18.9,-7.62,28.85,20,14,5,-0.64,0.15,3.19,0.17,3.87,0.15
FDMCX,1,1,2,Blend,2.15,1.25,0.65,99.35,27.04,2.73,1.67,10.97,14489.67,15150000,-10.45,26.32,-9.22,37.14,0.29,18.72,3.22,20.32,3.73,16.17,4.33,37.49,2.59,-3.21,10.19,35.35,18.46,10.84,-11.29,5.21,12.87,12.55,25.99,35.45,5.35,13.08,-19.47,-7.62,27.88,20,14,5,-1.5,0.15,2.31,0.17,3.1,0.15
FDMIX,1,1,2,Blend,1.15,1.25,0.65,99.35,27.04,2.73,1.67,10.97,14489.67,15150000,-9.71,26.32,-8.26,37.14,1.32,18.72,4.27,20.32,4.78,16.17,5.43,37.49,3.6,-3.21,11.29,35.35,19.64,10.84,-10.32,5.21,13.94,12.55,27.27,35.45,6.34,13.08,-18.61,-7.62,29,20,14,5,-0.3,0.15,3.49,0.17,4.13,0.15
FDMTX,1,1,2,Blend,1.65,1.25,0.65,99.35,27.04,2.73,1.67,10.97,14489.67,15150000,-10.11,26.32,-8.72,37.14,0.81,18.72,3.75,20.32,4.26,16.17,4.84,37.49,3.13,-3.21,10.71,35.35,19.05,10.84,-10.81,5.21,13.45,12.55,26.63,35.45,5.91,13.08,-19.08,-7.62,28.5,20,14,5,-0.9,0.15,2.9,0.17,3.62,0.15
FDVLX,3,3,4,Value,0.58,1.09,0.97,99.03,17.8,1.61,0.6,5.87,7024.2,5250000000,-13.55,-15.13,-6.52,-10.02,-0.69,-0.95,3.84,3.98,8.36,7.96,31.62,25.18,-17.34,-12.86,15.67,13.22,16.06,18.06,-6.51,-5.41,11.72,9.31,37.07,35.14,21.9,16.6,-6.71,-3.96,22.27,21.92,33,8,-1.7,-0.02,2,0.03,6.18,0.07
FEAFX,2,1,3,Value,0.91,1.05,41.06,58.93,19.83,3.34,1.74,11.14,13905.15,550960000,-6.46,-6.28,-1.46,-0.89,-2.22,3.18,1.81,6.39,6.88,9.18,28.38,26.21,-23.85,-11.15,21.77,15.93,-1.97,14.14,-3.54,-4.75,10.32,7.8,31.04,34.1,21.16,16.15,-1.01,-3.81,21.33,22.52,24,8,-3.56,0.01,0.59,0.05,5.97,0.08
FEAMX,1,1,3,Value,1.66,1.05,41.06,58.93,19.83,3.34,1.74,11.14,13905.15,550960000,-7,-6.28,-2.12,-0.89,-2.93,3.18,1.06,6.39,6.08,9.18,27.41,26.21,-24.39,-11.15,20.83,15.93,-2.71,14.14,-4.23,-4.75,9.49,7.8,30.06,34.1,20.23,16.15,-1.69,-3.81,20.35,22.52,14,7,-4.23,0.01,-0.1,0.05,5.22,0.08
FEFAX,2,1,3,Value,0.91,1.05,41.06,58.93,19.83,3.34,1.74,11.14,13905.15,550960000,-6.41,-6.28,-1.43,-0.89,-2.22,3.18,1.81,6.39,6.88,9.18,28.32,26.21,-23.84,-11.15,21.78,15.93,-1.97,14.14,-3.52,-4.75,10.29,7.8,31.05,34.1,21.17,16.15,-0.99,-3.81,21.3,22.52,15,6,-3.56,0.01,0.59,0.05,5.98,0.08
FGADX,3,3,3,Blend,0.73,1.37,0.71,95.7,19.86,2.34,3.3,9.48,2443.89,1240000000,29.57,26.52,44.27,36.96,19.27,15.22,18.05,18.23,-4.34,-4.24,51.87,38.98,-17.89,-17.8,0.05,11.33,56.01,54.81,-22.2,-23.25,-9.96,-10.03,-47.89,-48.8,-14.54,-9.2,-24.64,-20.68,49.55,41.56,12,11,13.66,0.12,14.22,0.16,-4.81,-0.05
FGDAX,3,3,2,Growth,1.13,1.37,0.13,99.34,18.66,2.61,5.49,12.01,10754.17,2400000000,29.1,26.52,38.1,36.96,16.11,15.22,17.51,18.23,-3.82,-4.24,35.05,38.98,-13.28,-17.8,8.28,11.33,46.8,54.81,-18.07,-23.25,-8.83,-10.03,-51.54,-48.8,-12.63,-9.2,-16.56,-20.68,34.92,41.56,6,7,15.14,0.12,19.34,0.16,-6.19,-0.05
FGDCX,3,2,2,Growth,1.8,1.37,0.13,99.34,18.66,2.61,5.49,12.01,10754.17,2400000000,28.34,26.52,37.15,36.96,15.34,15.22,16.71,18.23,-4.5,-4.24,34.09,38.98,-13.8,-17.8,7.55,11.33,45.74,54.81,-18.68,-23.25,-9.46,-10.03,-51.91,-48.8,-13.29,-9.2,-17.15,-20.68,33.91,41.56,6,7,14.35,0.12,18.4,0.16,-7.14,-0.05
FGDIX,3,3,2,Growth,0.79,1.37,0.13,99.34,18.66,2.61,5.49,12.01,10754.17,2400000000,29.44,26.52,38.52,36.96,16.51,15.22,17.9,18.23,-3.5,-4.24,35.5,38.98,-12.96,-17.8,8.58,11.33,47.29,54.81,-17.82,-23.25,-8.46,-10.03,-51.38,-48.8,-12.36,-9.2,-16.28,-20.68,35.32,41.56,6,7,15.55,0.12,19.8,0.16,-5.74,-0.05
FGDTX,3,3,2,Growth,1.42,1.37,0.13,99.34,18.66,2.61,5.49,12.01,10754.17,2400000000,28.79,26.52,37.72,36.96,15.77,15.22,17.15,18.23,-4.09,-4.24,34.63,38.98,-13.54,-17.8,7.94,11.33,46.35,54.81,-18.28,-23.25,-9.06,-10.03,-51.66,-48.8,-12.89,-9.2,-16.78,-20.68,34.54,41.56,6,7,14.78,0.12,18.9,0.16,-6.56,-0.05
FGLDX,3,3,2,Growth,1.49,1.37,3.22,86.9,15.29,1.32,1.91,6.55,3220.93,238440000,4.89,26.52,40.9,36.96,4.65,15.22,5.48,18.23,-3.72,-4.24,35.54,38.98,-20.57,-17.8,4.75,11.33,54.63,54.81,-24.67,-23.25,-8.41,-10.03,-45.26,-48.8,-5.66,-9.2,-17.98,-20.68,38.27,41.56,17,18,2.85,0.12,4.63,0.16,-5.88,-0.05
FGSAX,3,3,3,Growth,1.15,1.16,1.69,98.31,33.57,7.44,2.24,18.92,16477.38,499800000,13.32,14.82,18.07,22.59,13.58,13.64,13.31,13.1,12.45,12.76,27.95,32.52,-3.26,-6.65,24.42,23.91,9.97,6.03,-4.98,-0.95,13.65,7,40.14,34.93,6.69,14.07,-3.59,-3.96,18.89,24.61,25,10,10.56,0.11,10.45,0.11,10.6,0.11
FGSCX,3,3,3,Growth,1.95,1.16,1.69,98.31,33.57,7.44,2.24,18.92,16477.38,499800000,12.59,14.82,17.17,22.59,12.71,13.64,12.46,13.1,11.61,12.76,26.97,32.52,-3.99,-6.65,23.52,23.91,9.12,6.03,-5.66,-0.95,12.81,7,39.09,34.93,5.89,14.07,-4.31,-3.96,18,24.61,17,7,9.81,0.11,9.73,0.11,9.86,0.11
FGSKX,3,3,3,Growth,0.84,1.16,1.69,98.31,33.57,7.44,2.24,18.92,16477.38,499800000,13.61,14.82,18.46,22.59,13.89,13.64,13.48,13.1,12.26,12.76,28.35,32.52,-3.03,-6.65,24.72,23.91,9.67,6.03,-5.39,-0.95,13.06,7,39.53,34.93,6.17,14.07,-4.07,-3.96,18.3,24.61,9,4,10.84,0.11,10.6,0.11,10.44,0.11
FHEAX,3,3,3,Blend,1.1,1.19,0.69,99.31,35.01,2.53,4.95,18.48,20508.21,380430000,-14.32,-16.3,-16.33,-17.05,0.27,0.4,1.72,2.65,6.62,7.05,22.72,27.28,-6.66,-5.97,3.58,6.22,5.26,6.89,3.29,2.41,29.52,28.03,1.43,1.55,18.11,17.6,7.46,7.51,28.98,27.08,14,3,-1.75,-0.01,0.71,0.02,7.83,0.09
FHECX,2,2,3,Blend,1.89,1.19,0.69,99.31,35.01,2.53,4.95,18.48,20508.21,380430000,-14.85,-16.3,-16.95,-17.05,-0.5,0.4,0.94,2.65,5.81,7.05,21.72,27.28,-7.36,-5.97,2.76,6.22,4.5,6.89,2.44,2.41,28.56,28.03,0.75,1.55,17.17,17.6,6.64,7.51,28.03,27.08,14,3,-2.77,-0.01,-0.31,0.02,6.78,0.09
FHEIX,3,3,3,Blend,0.86,1.19,0.69,99.31,35.01,2.53,4.95,18.48,20508.21,380430000,-14.13,-16.3,-16.12,-17.05,0.54,0.4,1.99,2.65,6.9,7.05,22.97,27.28,-6.32,-5.97,3.86,6.22,5.53,6.89,3.53,2.41,29.8,28.03,1.76,1.55,18.38,17.6,7.76,7.51,29.3,27.08,14,3,-1.39,-0.01,1.06,0.02,8.19,0.09
FHETX,2,2,3,Blend,1.31,1.19,0.69,99.31,35.01,2.53,4.95,18.48,20508.21,380430000,-14.45,-16.3,-16.48,-17.05,0.06,0.4,1.49,2.65,6.37,7.05,22.44,27.28,-6.86,-5.97,3.35,6.22,5.01,6.89,3.04,2.41,29.2,28.03,1.28,1.55,17.77,17.6,7.15,7.51,28.67,27.08,14,3,-2.03,-0.01,0.42,0.02,7.52,0.09
FICVX,3,3,4,Blend,0.52,1.17,1.82,18.01,5.48,1.53,1.73,4.7,11518.89,1730000000,17.27,18.29,25.19,24.74,14.47,12.27,10.69,11.38,9.43,9.58,28.58,21.48,-1.51,-2.11,9.64,12.18,5.96,7.68,-9.38,-3.67,9.22,6.37,24.05,21.66,16.73,10.92,-7.33,-5.62,20.78,16.77,7,3,10.4,0.08,7.56,0.08,6.84,0.07
FIEMX,2,2,5,Blend,1.36,1.32,1.8,98.2,13.59,1.51,0.94,6.66,10565.29,62990000,-22.76,-18.26,-17.7,6.67,-2.95,1.37,3.43,7.05,0.93,2.3,21.77,19.25,-13.25,-16.07,25.36,34.17,28.96,8.47,-15.65,-13.79,-10.69,-3.01,1.38,-0.14,21.03,18.15,-15.36,-19.86,25.47,19.26,7,4,-3.59,0,1.83,0.05,0.28,0.02
